"GEO_ID","NAME","B25034_001E","B25034_001M","B25034_002E","B25034_002M","B25034_003E","B25034_003M","B25034_004E","B25034_004M","B25034_005E","B25034_005M","B25034_006E","B25034_006M","B25034_007E","B25034_007M","B25034_008E","B25034_008M","B25034_009E","B25034_009M","B25034_010E","B25034_010M","B25034_011E","B25034_011M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Built 2014 or later","Margin of Error!!Total:!!Built 2014 or later","Estimate!!Total:!!Built 2010 to 2013","Margin of Error!!Total:!!Built 2010 to 2013","Estimate!!Total:!!Built 2000 to 2009","Margin of Error!!Total:!!Built 2000 to 2009","Estimate!!Total:!!Built 1990 to 1999","Margin of Error!!Total:!!Built 1990 to 1999","Estimate!!Total:!!Built 1980 to 1989","Margin of Error!!Total:!!Built 1980 to 1989","Estimate!!Total:!!Built 1970 to 1979","Margin of Error!!Total:!!Built 1970 to 1979","Estimate!!Total:!!Built 1960 to 1969","Margin of Error!!Total:!!Built 1960 to 1969","Estimate!!Total:!!Built 1950 to 1959","Margin of Error!!Total:!!Built 1950 to 1959","Estimate!!Total:!!Built 1940 to 1949","Margin of Error!!Total:!!Built 1940 to 1949","Estimate!!Total:!!Built 1939 or earlier","Margin of Error!!Total:!!Built 1939 or earlier",
"1400000US17031030104","Census Tract 301.04, Cook County, Illinois","1095","110","0","12","0","12","97","15","11","13","27","23","140","59","355","87","79","44","113","79","273","96",
"1400000US17031030200","Census Tract 302, Cook County, Illinois","2567","279","14","21","0","17","37","35","44","38","0","17","117","67","117","79","126","90","158","92","1954","290",
"1400000US17031030300","Census Tract 303, Cook County, Illinois","1535","191","23","37","5","10","31","36","0","12","60","39","119","69","140","67","104","64","210","89","843","211",
"1400000US17031030400","Census Tract 304, Cook County, Illinois","1320","111","10","15","9","14","19","20","35","33","54","34","155","94","43","31","99","50","142","77","754","125",
"1400000US17031030500","Census Tract 305, Cook County, Illinois","3190","252","19","31","0","17","96","67","115","104","79","60","108","87","84","55","140","81","282","122","2267","279",
"1400000US17031030601","Census Tract 306.01, Cook County, Illinois","2097","239","10","15","0","12","53","53","84","73","97","68","421","135","526","151","210","98","302","166","394","159",
"1400000US17031030603","Census Tract 306.03, Cook County, Illinois","1580","129","17","28","11","18","16","20","62","65","78","54","208","98","168","64","39","31","98","69","883","127",
"1400000US17031030604","Census Tract 306.04, Cook County, Illinois","2397","158","0","12","30","33","30","30","106","74","53","42","285","134","776","136","440","149","219","100","458","127",
"1400000US17031030701","Census Tract 307.01, Cook County, Illinois","918","66","0","12","0","12","120","44","35","33","51","27","83","33","73","42","88","43","131","69","337","63",
"1400000US17031030702","Census Tract 307.02, Cook County, Illinois","1633","202","0","12","0","12","13","16","134","112","60","39","785","113","520","192","45","31","34","40","42","41",
"1400000US17031030703","Census Tract 307.03, Cook County, Illinois","2017","210","13","20","7","12","21","17","146","77","278","89","296","101","318","201","129","134","171","83","638","110",
"1400000US17031030706","Census Tract 307.06, Cook County, Illinois","2092","208","0","12","0","12","20","24","65","93","249","140","115","73","194","119","170","99","230","118","1049","224",
"1400000US17031030800","Census Tract 308, Cook County, Illinois","2265","232","0","12","0","12","13","22","0","12","55","66","24","29","132","119","118","93","116","72","1807","242",
"1400000US17031030900","Census Tract 309, Cook County, Illinois","1652","149","7","10","22","27","40","26","26","27","15","18","68","74","99","57","80","43","126","73","1169","203",
"1400000US17031031000","Census Tract 310, Cook County, Illinois","2102","254","79","52","13","15","120","71","155","67","86","54","91","60","161","129","144","86","161","92","1092","247",
"1400000US17031031100","Census Tract 311, Cook County, Illinois","2590","351","0","12","47","59","15","19","104","65","59","47","300","168","112","83","83","55","374","190","1496","297",
"1400000US17031031200","Census Tract 312, Cook County, Illinois","3400","448","66","120","29","32","274","160","59","62","265","203","280","141","149","135","317","254","114","83","1847","410",
"1400000US17031031300","Census Tract 313, Cook County, Illinois","4782","475","35","35","167","72","144","141","86","120","327","295","717","246","552","227","679","220","527","220","1548","309",
"1400000US17031031400","Census Tract 314, Cook County, Illinois","3592","325","0","12","12","19","110","73","41","47","143","93","1217","319","870","236","215","100","103","77","881","170",
"1400000US17031031501","Census Tract 315.01, Cook County, Illinois","1983","163","0","12","22","23","83","46","84","51","52","40","219","91","233","108","154","89","200","95","936","198",
"1400000US17031031502","Census Tract 315.02, Cook County, Illinois","2484","224","35","28","0","12","39","47","66","59","152","99","122","87","203","85","97","73","326","155","1444","284",
"1400000US17031031700","Census Tract 317, Cook County, Illinois","3721","292","60","68","0","17","325","141","272","109","121","92","146","79","89","73","288","141","194","68","2226","344",
"1400000US17031031800","Census Tract 318, Cook County, Illinois","1036","108","31","26","7","10","80","24","23","15","20","15","22","14","133","68","83","47","82","42","555","73",
"1400000US17031031900","Census Tract 319, Cook County, Illinois","1362","219","12","14","0","12","29","18","50","42","133","140","50","30","73","51","120","99","64","47","831","126",
"1400000US17031032100","Census Tract 321, Cook County, Illinois","4454","444","53","75","16","26","329","219","381","222","215","152","645","383","590","240","149","134","310","206","1766","369",
"1400000US17031040100","Census Tract 401, Cook County, Illinois","1877","183","56","41","0","12","127","48","160","128","46","34","158","79","90","59","134","68","60","43","1046","157",
"1400000US17031040201","Census Tract 402.01, Cook County, Illinois","3147","345","24","27","37","35","269","140","202","197","125","82","121","88","158","102","137","89","263","136","1811","283",
"1400000US17031040202","Census Tract 402.02, Cook County, Illinois","3000","188","0","17","0","17","420","123","42","36","37","43","106","71","535","182","609","200","383","167","868","247",
"1400000US17031040300","Census Tract 403, Cook County, Illinois","1096","108","0","12","0","12","0","12","0","12","41","39","113","60","134","90","414","100","223","104","171","79",
"1400000US17031040401","Census Tract 404.01, Cook County, Illinois","1497","186","19","30","8","13","67","49","23","20","0","12","34","29","79","63","63","35","33","27","1171","165",
"1400000US17031040402","Census Tract 404.02, Cook County, Illinois","2647","209","162","85","9","20","116","58","114","55","141","84","111","59","146","101","280","152","383","159","1185","188",
"1400000US17031040600","Census Tract 406, Cook County, Illinois","1295","164","40","51","0","12","58","45","12","18","95","81","74","41","52","34","48","36","86","44","830","165",
"1400000US17031040700","Census Tract 407, Cook County, Illinois","1675","145","38","38","0","12","73","32","7","11","0","12","133","87","46","29","63","44","127","63","1188","140",
"1400000US17031040800","Census Tract 408, Cook County, Illinois","866","118","0","12","0","12","17","10","19","21","17","15","21","16","83","97","53","28","50","26","606","68",
"1400000US17031040900","Census Tract 409, Cook County, Illinois","1179","151","24","32","0","12","51","46","22","22","40","28","45","29","192","142","30","23","50","39","725","99",
"1400000US17031050100","Census Tract 501, Cook County, Illinois","1192","103","14","19","33","23","117","46","5","8","27","27","54","42","95","69","39","36","94","75","714","131",
"1400000US17031050200","Census Tract 502, Cook County, Illinois","2274","230","54","60","44","40","354","131","164","99","14","23","66","81","89","71","79","77","11","18","1399","263",
"1400000US17031050300","Census Tract 503, Cook County, Illinois","1129","112","55","48","49","36","82","45","0","12","5","10","33","30","28","31","70","48","52","41","755","129",
"1400000US17031050500","Census Tract 505, Cook County, Illinois","2430","258","132","92","107","63","252","152","71","87","43","40","42","57","65","52","97","58","109","86","1512","239",
"1400000US17031050600","Census Tract 506, Cook County, Illinois","1125","172","0","12","8","13","153","61","29","24","6","10","52","35","45","31","60","44","33","26","739","182",
"1400000US17031050700","Census Tract 507, Cook County, Illinois","762","164","9","12","0","12","41","17","38","28","0","12","88","85","17","19","5","8","27","34","537","144",
"1400000US17031050800","Census Tract 508, Cook County, Illinois","603","61","19","25","6","8","75","48","41","28","19","15","46","36","33","33","72","43","25","24","267","62",
"1400000US17031050900","Census Tract 509, Cook County, Illinois","705","103","24","19","9","10","34","17","47","27","18","16","33","28","17","14","23","21","24","26","476","101",
"1400000US17031051000","Census Tract 510, Cook County, Illinois","791","68","27","25","8","11","216","53","40","25","18","23","42","21","11","11","31","25","14","15","384","69",
"1400000US17031051100","Census Tract 511, Cook County, Illinois","783","141","51","29","24","17","191","47","17","15","11","12","5","7","34","33","103","115","19","20","328","82",
"1400000US17031051200","Census Tract 512, Cook County, Illinois","651","102","29","24","0","12","73","39","72","44","14","13","49","34","7","8","60","34","21","19","326","88",
"1400000US17031051300","Census Tract 513, Cook County, Illinois","1110","104","34","24","24","22","222","78","384","122","47","45","7","11","20","29","31","30","33","39","308","92",
"1400000US17031051400","Census Tract 514, Cook County, Illinois","1221","96","30","42","4","6","297","51","93","45","4","6","76","37","36","36","22","20","90","51","569","95",
"1400000US17031060100","Census Tract 601, Cook County, Illinois","1350","155","41","42","6","10","86","44","45","30","9","14","90","73","28","23","54","40","92","59","899","160",
"1400000US17031060200","Census Tract 602, Cook County, Illinois","1133","129","9","18","19","24","15","16","38","39","104","48","80","54","62","50","80","46","76","60","650","154",
"1400000US17031060300","Census Tract 603, Cook County, Illinois","1225","133","19","21","13","15","54","33","58","47","49","49","37","30","138","82","59","43","53","50","745","139",
"1400000US17031060400","Census Tract 604, Cook County, Illinois","1687","167","55","32","17","19","345","117","216","69","158","111","55","38","8","13","114","88","65","43","654","128",
"1400000US17031060500","Census Tract 605, Cook County, Illinois","747","72","0","12","0","12","36","21","93","45","122","59","75","43","78","38","66","40","31","30","246","75",
"1400000US17031060800","Census Tract 608, Cook County, Illinois","3737","410","19","31","0","17","41","45","114","89","119","82","1567","411","575","234","605","190","173","137","524","179",
"1400000US17031060900","Census Tract 609, Cook County, Illinois","5040","571","0","17","0","17","13","24","69","67","749","265","825","322","1291","385","512","430","151","159","1430","298",
"1400000US17031061000","Census Tract 610, Cook County, Illinois","1149","108","94","45","74","55","282","87","54","38","7","11","42","25","35","35","97","65","30","24","434","80",
"1400000US17031061100","Census Tract 611, Cook County, Illinois","769","108","0","12","6","9","111","38","117","74","50","40","23","23","36","25","88","81","7","11","331","67",
"1400000US17031061200","Census Tract 612, Cook County, Illinois","928","83","39","28","36","18","28","15","43","23","18","17","35","26","53","57","32","25","70","48","574","76",
"1400000US17031061500","Census Tract 615, Cook County, Illinois","974","94","0","12","21","22","33","19","43","27","36","26","72","32","42","26","77","46","58","43","592","85",
"1400000US17031061800","Census Tract 618, Cook County, Illinois","785","128","0","12","6","8","6","9","39","27","36","31","209","121","95","45","83","35","102","42","209","60",
"1400000US17031061901","Census Tract 619.01, Cook County, Illinois","2556","316","7","12","17","30","28","34","140","109","186","118","423","174","1130","340","236","95","27","31","362","123",
"1400000US17031061902","Census Tract 619.02, Cook County, Illinois","3023","329","57","91","0","12","2","23","183","170","67","56","505","232","564","177","553","183","75","61","1017","231",
"1400000US17031062000","Census Tract 620, Cook County, Illinois","1654","159","33","43","0","12","87","72","147","85","96","54","113","69","36","25","123","64","86","59","933","158",
"1400000US17031062100","Census Tract 621, Cook County, Illinois","1953","172","55","37","40","36","318","109","150","75","201","79","111","78","221","148","183","87","45","32","629","144",
"1400000US17031062200","Census Tract 622, Cook County, Illinois","1371","155","96","124","72","46","222","59","229","68","133","49","91","70","66","51","79","56","51","50","332","108",
"1400000US17031062300","Census Tract 623, Cook County, Illinois","716","71","42","24","41","28","136","48","186","57","10","11","19","17","16","14","15","16","20","17","231","48",
"1400000US17031062400","Census Tract 624, Cook County, Illinois","768","75","27","22","21","12","151","57","234","69","45","24","13","16","9","12","21","17","23","29","224","65",
"1400000US17031062500","Census Tract 625, Cook County, Illinois","773","78","52","38","13","12","93","41","113","37","0","12","35","30","19","18","38","29","32","31","378","92",
"1400000US17031062600","Census Tract 626, Cook County, Illinois","951","110","20","18","13","15","376","105","116","44","75","41","28","30","33","20","22","20","13","13","255","74",
"1400000US17031062700","Census Tract 627, Cook County, Illinois","1344","187","29","23","60","43","330","84","225","86","55","40","17","16","81","58","26","28","17","28","504","169",
"1400000US17031062800","Census Tract 628, Cook County, Illinois","1643","173","61","39","26","21","157","60","265","108","229","81","24","21","89","63","128","61","54","37","610","160",
"1400000US17031062900","Census Tract 629, Cook County, Illinois","1919","163","44","31","8","13","268","72","149","49","192","77","88","52","47","37","49","42","51","45","1023","195",
"1400000US17031063000","Census Tract 630, Cook County, Illinois","1852","219","40","29","8","15","270","94","158","70","113","66","220","77","164","135","119","52","73","49","687","208",
"1400000US17031063100","Census Tract 631, Cook County, Illinois","1346","139","15","23","14","20","210","75","153","68","56","37","128","45","145","119","164","69","64","40","397","85",
"1400000US17031063200","Census Tract 632, Cook County, Illinois","4606","468","0","17","0","17","45","56","64","73","249","244","545","223","1412","364","740","355","119","117","1432","281",
"1400000US17031063301","Census Tract 633.01, Cook County, Illinois","2058","253","22","36","79","127","65","56","45","37","157","88","376","113","211","124","179","79","108","58","816","156",
"1400000US17031063302","Census Tract 633.02, Cook County, Illinois","3015","256","24","38","0","12","47","58","121","116","96","64","477","185","546","227","659","153","28","32","1017","245",
"1400000US17031063303","Census Tract 633.03, Cook County, Illinois","1028","80","0","12","5","7","13","21","32","20","112","43","206","61","415","73","115","38","46","37","84","44",
"1400000US17031063400","Census Tract 634, Cook County, Illinois","1357","153","50","76","24","20","53","26","130","83","99","50","101","53","177","72","50","40","84","44","589","108",
"1400000US17031070101","Census Tract 701.01, Cook County, Illinois","2556","203","0","12","0","12","26","29","25","29","89","71","763","156","669","178","84","94","114","73","786","206",
"1400000US17031070102","Census Tract 701.02, Cook County, Illinois","2284","264","9","16","199","61","171","138","138","113","239","121","394","116","289","159","88","42","27","32","730","147",
"1400000US17031070103","Census Tract 701.03, Cook County, Illinois","1151","71","0","12","0","12","10","16","12","20","128","71","316","113","272","97","80","60","64","57","269","82",
"1400000US17031070200","Census Tract 702, Cook County, Illinois","2211","243","57","74","7","18","198","121","137","79","145","78","402","186","204","105","124","88","118","70","819","217",
"1400000US17031070300","Census Tract 703, Cook County, Illinois","1696","153","261","134","40","40","296","90","218","81","80","42","142","64","74","54","49","42","7","12","529","104",
"1400000US17031070400","Census Tract 704, Cook County, Illinois","1601","131","69","42","30","23","138","71","235","93","189","120","110","46","228","78","98","63","48","52","456","99",
"1400000US17031070500","Census Tract 705, Cook County, Illinois","1367","109","35","27","70","41","95","46","326","88","88","40","61","50","121","62","69","47","23","22","479","107",
"1400000US17031070600","Census Tract 706, Cook County, Illinois","1403","171","214","162","0","12","209","86","288","104","194","60","26","30","23","21","61","41","31","51","357","98",
"1400000US17031070700","Census Tract 707, Cook County, Illinois","2198","246","75","83","62","43","439","108","474","167","57","56","27","23","78","62","96","64","90","70","800","216",
"1400000US17031071000","Census Tract 710, Cook County, Illinois","1042","113","35","34","20","24","4","8","29","27","66","46","65","53","63","47","39","37","43","45","678","142",
"1400000US17031071100","Census Tract 711, Cook County, Illinois","1230","197","52","48","7","11","46","30","26","21","42","29","177","156","38","29","24","29","63","45","755","140",
"1400000US17031071200","Census Tract 712, Cook County, Illinois","965","115","101","71","0","12","8","12","82","50","80","43","152","83","58","56","8","12","0","12","476","80",
"1400000US17031071300","Census Tract 713, Cook County, Illinois","2223","406","101","73","9","15","11","17","140","64","122","70","408","95","155","78","84","73","63","52","1130","413",
"1400000US17031071400","Census Tract 714, Cook County, Illinois","3103","362","8","13","0","12","113","82","67","57","202","242","724","158","83","54","62","57","65","52","1779","322",
"1400000US17031071500","Census Tract 715, Cook County, Illinois","4137","316","29","38","0","17","27","31","177","81","718","219","1352","226","484","136","87","62","129","119","1134","232",
"1400000US17031071600","Census Tract 716, Cook County, Illinois","777","75","34","26","20","15","30","32","42","22","77","29","213","51","64","37","49","23","22","28","226","81",
"1400000US17031071700","Census Tract 717, Cook County, Illinois","710","77","9","11","0","12","19","14","37","20","172","42","82","37","14","15","43","30","12","17","322","74",
"1400000US17031071800","Census Tract 718, Cook County, Illinois","1092","178","134","131","39","31","12","14","97","51","266","84","216","89","59","40","30","27","0","12","239","89",
"1400000US17031080100","Census Tract 801, Cook County, Illinois","4829","400","0","17","0","17","0","17","97","62","186","141","1397","275","1281","348","611","230","90","91","1167","252",
"1400000US17031080201","Census Tract 802.01, Cook County, Illinois","2617","438","0","12","0","12","19","31","0","12","131","159","859","386","1014","171","203","105","79","80","312","173",
"1400000US17031080202","Census Tract 802.02, Cook County, Illinois","2709","243","86","57","0","12","14","23","122","71","210","77","778","216","788","167","154","103","35","56","522","216",
"1400000US17031080300","Census Tract 803, Cook County, Illinois","3107","236","143","71","179","115","825","221","435","167","408","145","359","150","94","68","109","107","132","100","423","152",
"1400000US17031080400","Census Tract 804, Cook County, Illinois","2064","373","20","32","99","111","387","113","588","332","86","48","327","148","66","71","42","44","45","70","404","193",
"1400000US17031081000","Census Tract 810, Cook County, Illinois","5988","781","688","314","0","17","256","140","1429","639","800","323","648","235","284","225","223","183","174","137","1486","396",
"1400000US17031081100","Census Tract 811, Cook County, Illinois","3175","320","26","29","75","78","263","100","393","205","745","261","597","170","97","85","62","51","176","104","741","182",
"1400000US17031081201","Census Tract 812.01, Cook County, Illinois","3770","310","270","101","44","37","743","201","124","90","541","199","723","187","538","174","236","92","20","33","531","203",
"1400000US17031081202","Census Tract 812.02, Cook County, Illinois","2403","348","21","16","0","12","26","40","38","34","75","49","584","123","341","107","287","89","24","25","1007","357",
"1400000US17031081300","Census Tract 813, Cook County, Illinois","4130","503","0","17","5","11","385","118","105","84","152","90","897","282","969","236","753","322","47","48","817","182",
"1400000US17031081401","Census Tract 814.01, Cook County, Illinois","1665","166","0","12","0","12","7","12","50","46","777","167","128","53","252","83","34","28","58","65","359","94",
"1400000US17031081402","Census Tract 814.02, Cook County, Illinois","3947","248","352","132","198","111","784","196","778","175","664","201","266","115","519","136","60","84","16","24","310","146",
"1400000US17031081403","Census Tract 814.03, Cook County, Illinois","7281","907","931","239","317","173","2817","936","904","276","973","379","779","287","243","108","87","82","38","53","192","178",
"1400000US17031081500","Census Tract 815, Cook County, Illinois","4346","651","16","26","102","117","1619","555","794","209","843","190","805","382","91","108","21","33","0","12","55","75",
"1400000US17031081600","Census Tract 816, Cook County, Illinois","2975","216","13","21","0","12","1242","246","721","194","59","40","67","68","799","165","13","20","0","12","61","66",
"1400000US17031081700","Census Tract 817, Cook County, Illinois","3334","377","517","249","575","221","1042","198","252","116","649","191","123","94","63","53","0","12","15","24","98","91",
"1400000US17031081800","Census Tract 818, Cook County, Illinois","7226","668","1160","354","446","201","2889","501","602","276","187","112","294","186","184","158","98","107","46","68","1320","437",
"1400000US17031081900","Census Tract 819, Cook County, Illinois","1044","152","86","42","12","17","256","151","33","27","39","33","297","76","145","60","89","46","82","46","5","8",
"1400000US17031090100","Census Tract 901, Cook County, Illinois","1449","152","0","12","0","12","21","28","0","12","43","42","39","32","256","101","899","164","159","60","32","35",
"1400000US17031090200","Census Tract 902, Cook County, Illinois","2801","264","0","17","16","26","64","65","159","93","63","67","160","75","436","141","703","190","222","112","978","239",
"1400000US17031090300","Census Tract 903, Cook County, Illinois","536","64","0","12","0","12","7","10","0","12","0","12","3","5","45","29","134","49","149","46","198","55",
"1400000US17031100100","Census Tract 1001, Cook County, Illinois","2264","187","0","17","0","17","0","17","70","99","37","37","51","38","291","164","676","220","419","183","720","185",
"1400000US17031100200","Census Tract 1002, Cook County, Illinois","2802","230","0","17","0","17","18","31","78","76","105","70","399","135","477","157","421","162","407","219","897","219",
"1400000US17031100300","Census Tract 1003, Cook County, Illinois","2863","216","38","32","14","23","75","57","46","46","153","112","276","133","450","205","571","166","501","209","739","189",
"1400000US17031100400","Census Tract 1004, Cook County, Illinois","1256","155","0","12","0","12","13","20","17","23","18","12","82","72","97","46","498","150","380","101","151","95",
"1400000US17031100500","Census Tract 1005, Cook County, Illinois","2366","375","0","17","0","17","30","32","0","17","0","17","380","118","408","355","585","117","676","162","287","110",
"1400000US17031100600","Census Tract 1006, Cook County, Illinois","1901","164","0","12","0","12","0","12","10","13","15","17","102","64","314","135","671","171","341","103","448","115",
"1400000US17031100700","Census Tract 1007, Cook County, Illinois","1888","148","7","13","8","12","16","17","0","17","48","25","38","26","395","104","989","166","213","72","174","91",
"1400000US17031110100","Census Tract 1101, Cook County, Illinois","2379","399","0","17","0","17","57","42","24","28","59","57","108","75","137","95","787","410","380","129","827","182",
"1400000US17031110200","Census Tract 1102, Cook County, Illinois","1422","258","0","12","0","12","11","16","137","128","11","16","61","45","126","92","137","71","313","230","626","121",
"1400000US17031110300","Census Tract 1103, Cook County, Illinois","1959","187","11","18","0","17","27","27","25","23","63","52","97","58","293","100","645","129","255","101","543","185",
"1400000US17031110400","Census Tract 1104, Cook County, Illinois","2033","165","13","21","0","12","16","17","96","57","53","45","171","72","199","78","287","80","268","89","930","176",
"1400000US17031110501","Census Tract 1105.01, Cook County, Illinois","1990","231","0","17","17","26","73","54","52","51","82","48","26","23","163","81","199","91","368","209","1010","128",
"1400000US17031110502","Census Tract 1105.02, Cook County, Illinois","1663","251","15","23","0","12","154","79","225","111","100","68","278","104","184","91","281","211","53","47","373","87",
"1400000US17031120100","Census Tract 1201, Cook County, Illinois","1589","141","21","24","0","12","28","42","9","15","0","12","44","34","46","41","615","177","505","94","321","87",
"1400000US17031120200","Census Tract 1202, Cook County, Illinois","1831","147","0","12","0","12","79","59","31","23","18","21","159","58","314","135","578","124","341","92","311","91",
"1400000US17031120300","Census Tract 1203, Cook County, Illinois","2512","274","11","17","0","17","45","43","31","35","204","194","23","38","162","106","922","224","494","178","620","175",
"1400000US17031120400","Census Tract 1204, Cook County, Illinois","1321","122","0","12","8","13","67","34","0","12","0","12","23","27","95","87","242","94","184","68","702","133",
"1400000US17031130100","Census Tract 1301, Cook County, Illinois","1848","182","10","15","25","28","59","51","262","90","18","20","125","77","136","71","588","187","272","112","353","112",
"1400000US17031130200","Census Tract 1302, Cook County, Illinois","751","200","0","12","6","9","31","19","440","203","0","12","22","22","42","34","42","28","41","35","127","44",
"1400000US17031130300","Census Tract 1303, Cook County, Illinois","2009","214","0","17","0","17","32","34","15","16","63","45","112","62","248","136","312","104","430","131","797","143",
"1400000US17031140100","Census Tract 1401, Cook County, Illinois","1288","157","0","12","0","12","82","42","10","17","35","35","26","23","98","53","164","120","112","120","761","96",
"1400000US17031140200","Census Tract 1402, Cook County, Illinois","2089","205","37","38","0","17","0","17","30","26","128","52","138","119","131","61","164","71","68","47","1393","212",
"1400000US17031140301","Census Tract 1403.01, Cook County, Illinois","939","126","0","12","0","12","56","26","39","31","42","29","17","16","0","12","98","53","38","20","649","137",
"1400000US17031140302","Census Tract 1403.02, Cook County, Illinois","1425","207","0","12","0","12","17","27","41","38","20","21","89","50","57","44","65","45","75","54","1061","236",
"1400000US17031140400","Census Tract 1404, Cook County, Illinois","2185","186","67","106","0","17","18","19","64","45","52","50","105","89","33","25","194","98","157","88","1495","218",
"1400000US17031140500","Census Tract 1405, Cook County, Illinois","1395","164","23","31","0","12","9","14","19","27","33","34","63","47","100","68","75","42","41","36","1032","170",
"1400000US17031140601","Census Tract 1406.01, Cook County, Illinois","893","92","8","10","0","12","37","35","26","26","82","31","6","9","28","24","37","29","102","45","567","108",
"1400000US17031140602","Census Tract 1406.02, Cook County, Illinois","1828","172","16","25","7","11","20","33","31","44","78","62","91","57","68","55","64","42","62","70","1391","185",
"1400000US17031140701","Census Tract 1407.01, Cook County, Illinois","1119","117","0","12","61","38","134","46","12","18","14","10","17","14","25","20","51","27","76","50","729","115",
"1400000US17031140702","Census Tract 1407.02, Cook County, Illinois","2208","246","0","17","9","15","71","53","69","47","86","101","133","70","84","53","84","56","86","67","1586","212",
"1400000US17031140800","Census Tract 1408, Cook County, Illinois","2861","288","52","82","0","17","154","102","66","51","19","31","41","39","91","58","225","120","65","52","2148","291",
"1400000US17031150200","Census Tract 1502, Cook County, Illinois","3367","311","0","17","0","17","166","72","199","134","157","104","47","63","148","90","206","100","325","172","2119","346",
"1400000US17031150300","Census Tract 1503, Cook County, Illinois","3240","283","0","17","0","17","87","66","66","59","115","79","522","234","238","120","143","86","116","87","1953","255",
"1400000US17031150401","Census Tract 1504.01, Cook County, Illinois","1828","141","0","12","0","12","36","45","6","11","45","38","205","89","241","97","262","113","188","106","845","173",
"1400000US17031150402","Census Tract 1504.02, Cook County, Illinois","1389","97","22","33","0","12","6","11","51","46","22","30","136","73","90","50","183","72","65","41","814","125",
"1400000US17031150501","Census Tract 1505.01, Cook County, Illinois","1568","184","12","18","10","15","63","69","36","32","126","58","103","70","264","93","344","115","63","41","547","197",
"1400000US17031150502","Census Tract 1505.02, Cook County, Illinois","1655","200","23","35","0","12","12","20","111","61","118","60","104","59","193","110","330","178","187","85","577","128",
"1400000US17031150600","Census Tract 1506, Cook County, Illinois","1576","193","0","12","0","12","21","23","46","46","49","46","104","80","25","23","120","69","86","62","1125","216",
"1400000US17031150700","Census Tract 1507, Cook County, Illinois","1550","152","0","12","0","12","0","12","0","12","64","52","47","34","233","145","99","67","147","88","960","139",
"1400000US17031150800","Census Tract 1508, Cook County, Illinois","1765","180","0","12","0","12","0","12","51","50","0","12","87","55","15","18","246","88","192","94","1174","209",
"1400000US17031151001","Census Tract 1510.01, Cook County, Illinois","1004","86","0","12","5","8","5","7","42","31","51","32","36","23","25","23","74","40","159","51","607","100",
"1400000US17031151002","Census Tract 1510.02, Cook County, Illinois","1681","168","0","17","0","17","34","38","53","48","65","74","60","49","66","51","104","66","156","135","1143","114",
"1400000US17031151100","Census Tract 1511, Cook County, Illinois","1886","194","0","17","0","17","0","17","19","24","34","40","90","60","91","60","155","78","221","112","1276","228",
"1400000US17031151200","Census Tract 1512, Cook County, Illinois","1349","175","22","35","19","31","14","22","101","56","20","22","78","55","47","33","425","129","160","77","463","148",
"1400000US17031160100","Census Tract 1601, Cook County, Illinois","1059","134","0","12","0","12","115","57","70","47","17","17","31","22","121","76","49","36","15","16","641","130",
"1400000US17031160200","Census Tract 1602, Cook County, Illinois","1301","123","24","39","0","12","53","46","127","83","16","18","36","29","22","20","81","65","38","49","904","143",
"1400000US17031160300","Census Tract 1603, Cook County, Illinois","2019","192","0","12","0","12","74","49","18","24","30","33","190","79","585","163","104","68","157","76","861","159",
"1400000US17031160400","Census Tract 1604, Cook County, Illinois","2160","259","58","47","0","12","118","54","18","20","69","43","144","83","76","52","137","67","39","40","1501","313",
"1400000US17031160501","Census Tract 1605.01, Cook County, Illinois","1442","154","0","12","0","12","16","20","0","12","19","31","38","33","57","44","115","92","126","68","1071","148",
"1400000US17031160502","Census Tract 1605.02, Cook County, Illinois","1555","243","43","33","8","12","60","53","19","28","153","141","68","44","189","82","38","25","52","35","925","171",
"1400000US17031160601","Census Tract 1606.01, Cook County, Illinois","1554","202","34","36","7","10","55","37","11","16","49","47","50","44","77","50","171","110","134","68","966","188",
"1400000US17031160602","Census Tract 1606.02, Cook County, Illinois","1659","144","44","28","13","20","122","70","0","12","22","23","63","45","72","50","105","57","101","52","1117","142",
"1400000US17031160700","Census Tract 1607, Cook County, Illinois","2673","415","34","42","50","62","201","89","19","32","135","112","68","52","340","364","187","84","46","40","1593","283",
"1400000US17031160800","Census Tract 1608, Cook County, Illinois","2016","258","13","21","18","28","58","57","19","22","8","13","97","59","63","43","337","242","26","28","1377","144",
"1400000US17031160900","Census Tract 1609, Cook County, Illinois","1136","118","0","12","12","22","11","18","17","20","12","20","28","27","144","95","45","35","59","46","808","133",
"1400000US17031161000","Census Tract 1610, Cook County, Illinois","874","100","49","31","4","8","43","34","19","23","27","28","4","6","68","37","75","76","46","28","539","91",
"1400000US17031161100","Census Tract 1611, Cook County, Illinois","794","79","42","25","5","8","90","27","23","19","26","26","4","5","24","14","39","33","24","17","517","69",
"1400000US17031161200","Census Tract 1612, Cook County, Illinois","1113","133","0","12","0","12","136","52","16","18","53","30","32","20","19","22","98","76","57","35","702","135",
"1400000US17031161300","Census Tract 1613, Cook County, Illinois","1527","128","80","46","0","12","13","14","14","21","52","44","81","60","22","25","24","27","85","53","1156","150",
