"GEO_ID","NAME","B25002_001E","B25002_001M","B25002_002E","B25002_002M","B25002_003E","B25002_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Occupied","Margin of Error!!Total:!!Occupied","Estimate!!Total:!!Vacant","Margin of Error!!Total:!!Vacant",
"1400000US17031831000","Census Tract 8310, Cook County, Illinois","1128","94","1000","108","128","66",
"1400000US17031831100","Census Tract 8311, Cook County, Illinois","2985","353","2674","359","311","189",
"1400000US17031831200","Census Tract 8312, Cook County, Illinois","1702","190","1517","212","185","81",
"1400000US17031831300","Census Tract 8313, Cook County, Illinois","367","55","328","51","39","37",
"1400000US17031831400","Census Tract 8314, Cook County, Illinois","1146","241","1021","243","125","60",
"1400000US17031831500","Census Tract 8315, Cook County, Illinois","1454","222","1323","236","131","75",
"1400000US17031831600","Census Tract 8316, Cook County, Illinois","2637","284","2427","297","210","133",
"1400000US17031831700","Census Tract 8317, Cook County, Illinois","936","200","886","199","50","32",
"1400000US17031831800","Census Tract 8318, Cook County, Illinois","2776","355","2390","347","386","191",
"1400000US17031831900","Census Tract 8319, Cook County, Illinois","1624","192","1464","190","160","121",
"1400000US17031832000","Census Tract 8320, Cook County, Illinois","1032","157","889","156","143","89",
"1400000US17031832100","Census Tract 8321, Cook County, Illinois","1958","215","1823","242","135","77",
"1400000US17031832200","Census Tract 8322, Cook County, Illinois","1630","155","1490","153","140","83",
"1400000US17031832300","Census Tract 8323, Cook County, Illinois","1037","127","954","128","83","46",
"1400000US17031832400","Census Tract 8324, Cook County, Illinois","1633","210","1397","215","236","102",
"1400000US17031832500","Census Tract 8325, Cook County, Illinois","1494","141","1355","142","139","92",
"1400000US17031832600","Census Tract 8326, Cook County, Illinois","1833","161","1583","160","250","122",
"1400000US17031832900","Census Tract 8329, Cook County, Illinois","881","165","720","164","161","90",
"1400000US17031833000","Census Tract 8330, Cook County, Illinois","2760","315","2545","294","215","126",
"1400000US17031833100","Census Tract 8331, Cook County, Illinois","4313","525","4007","504","306","213",
"1400000US17031833300","Census Tract 8333, Cook County, Illinois","1210","139","1037","137","173","71",
"1400000US17031833900","Census Tract 8339, Cook County, Illinois","1061","115","807","102","254","68",
"1400000US17031834000","Census Tract 8340, Cook County, Illinois","1390","149","1110","186","280","110",
"1400000US17031834200","Census Tract 8342, Cook County, Illinois","2626","323","1867","365","759","213",
"1400000US17031834300","Census Tract 8343, Cook County, Illinois","2998","354","2594","397","404","201",
"1400000US17031834400","Census Tract 8344, Cook County, Illinois","2092","283","1878","279","214","99",
"1400000US17031834500","Census Tract 8345, Cook County, Illinois","638","96","424","92","214","62",
"1400000US17031834600","Census Tract 8346, Cook County, Illinois","1159","150","811","137","348","103",
"1400000US17031834700","Census Tract 8347, Cook County, Illinois","1019","193","579","186","440","77",
"1400000US17031834800","Census Tract 8348, Cook County, Illinois","1046","114","711","107","335","86",
"1400000US17031834900","Census Tract 8349, Cook County, Illinois","971","141","687","136","284","72",
"1400000US17031835000","Census Tract 8350, Cook County, Illinois","2088","151","1896","155","192","77",
"1400000US17031835100","Census Tract 8351, Cook County, Illinois","1474","219","1260","237","214","100",
"1400000US17031835200","Census Tract 8352, Cook County, Illinois","659","54","633","62","26","29",
"1400000US17031835500","Census Tract 8355, Cook County, Illinois","925","92","680","105","245","80",
"1400000US17031835600","Census Tract 8356, Cook County, Illinois","621","137","453","126","168","84",
"1400000US17031835800","Census Tract 8358, Cook County, Illinois","764","130","699","134","65","46",
"1400000US17031836000","Census Tract 8360, Cook County, Illinois","1197","125","1038","125","159","59",
"1400000US17031836100","Census Tract 8361, Cook County, Illinois","952","112","772","113","180","57",
"1400000US17031836200","Census Tract 8362, Cook County, Illinois","133","41","109","33","24","21",
"1400000US17031836300","Census Tract 8363, Cook County, Illinois","749","125","646","104","103","72",
"1400000US17031836400","Census Tract 8364, Cook County, Illinois","1891","154","1772","182","119","77",
"1400000US17031836500","Census Tract 8365, Cook County, Illinois","792","77","746","94","46","48",
"1400000US17031836600","Census Tract 8366, Cook County, Illinois","1056","171","847","175","209","97",
"1400000US17031836700","Census Tract 8367, Cook County, Illinois","1138","228","1041","229","97","57",
"1400000US17031836800","Census Tract 8368, Cook County, Illinois","1033","130","811","143","222","84",
"1400000US17031836900","Census Tract 8369, Cook County, Illinois","538","75","442","67","96","54",
"1400000US17031837000","Census Tract 8370, Cook County, Illinois","939","137","748","152","191","68",
"1400000US17031837100","Census Tract 8371, Cook County, Illinois","792","100","674","114","118","54",
"1400000US17031837300","Census Tract 8373, Cook County, Illinois","1029","173","913","174","116","49",
"1400000US17031837400","Census Tract 8374, Cook County, Illinois","856","130","674","141","182","61",
"1400000US17031837800","Census Tract 8378, Cook County, Illinois","1284","239","1031","268","253","80",
"1400000US17031838000","Census Tract 8380, Cook County, Illinois","1475","212","1275","221","200","108",
"1400000US17031838100","Census Tract 8381, Cook County, Illinois","1277","159","994","152","283","97",
"1400000US17031838200","Census Tract 8382, Cook County, Illinois","411","78","396","80","15","24",
"1400000US17031838300","Census Tract 8383, Cook County, Illinois","1026","159","908","151","118","77",
"1400000US17031838600","Census Tract 8386, Cook County, Illinois","674","118","635","120","39","27",
"1400000US17031838700","Census Tract 8387, Cook County, Illinois","1927","291","1512","308","415","121",
"1400000US17031838800","Census Tract 8388, Cook County, Illinois","1265","152","1099","159","166","90",
"1400000US17031839000","Census Tract 8390, Cook County, Illinois","6427","764","5644","818","783","319",
"1400000US17031839100","Census Tract 8391, Cook County, Illinois","4918","463","4194","524","724","251",
"1400000US17031839200","Census Tract 8392, Cook County, Illinois","1550","134","1356","164","194","100",
"1400000US17031839500","Census Tract 8395, Cook County, Illinois","882","94","750","96","132","60",
"1400000US17031839600","Census Tract 8396, Cook County, Illinois","1053","216","890","219","163","78",
"1400000US17031839700","Census Tract 8397, Cook County, Illinois","1964","181","1826","181","138","82",
"1400000US17031839800","Census Tract 8398, Cook County, Illinois","1153","141","1016","124","137","83",
"1400000US17031839900","Census Tract 8399, Cook County, Illinois","2123","259","2031","278","92","68",
"1400000US17031840000","Census Tract 8400, Cook County, Illinois","988","107","964","115","24","39",
"1400000US17031840100","Census Tract 8401, Cook County, Illinois","1189","180","1162","184","27","29",
"1400000US17031840200","Census Tract 8402, Cook County, Illinois","789","79","769","78","20","21",
"1400000US17031840300","Census Tract 8403, Cook County, Illinois","1323","171","1170","174","153","74",
"1400000US17031840400","Census Tract 8404, Cook County, Illinois","1127","150","1123","151","4","8",
"1400000US17031840700","Census Tract 8407, Cook County, Illinois","1182","180","1026","180","156","76",
"1400000US17031840800","Census Tract 8408, Cook County, Illinois","880","96","801","99","79","41",
"1400000US17031841000","Census Tract 8410, Cook County, Illinois","656","77","617","82","39","25",
"1400000US17031841100","Census Tract 8411, Cook County, Illinois","2939","308","2805","310","134","110",
"1400000US17031841200","Census Tract 8412, Cook County, Illinois","1814","186","1600","204","214","80",
"1400000US17031841300","Census Tract 8413, Cook County, Illinois","1832","229","1736","239","96","58",
"1400000US17031841500","Census Tract 8415, Cook County, Illinois","1096","116","796","126","300","75",
"1400000US17031841700","Census Tract 8417, Cook County, Illinois","854","85","629","104","225","62",
"1400000US17031841800","Census Tract 8418, Cook County, Illinois","1124","89","912","101","212","61",
"1400000US17031841900","Census Tract 8419, Cook County, Illinois","1768","184","1612","173","156","106",
"1400000US17031842000","Census Tract 8420, Cook County, Illinois","367","41","345","46","22","23",
"1400000US17031842100","Census Tract 8421, Cook County, Illinois","2185","301","2077","310","108","92",
"1400000US17031842200","Census Tract 8422, Cook County, Illinois","2248","243","2109","212","139","135",
"1400000US17031842300","Census Tract 8423, Cook County, Illinois","1597","191","1487","191","110","73",
"1400000US17031842400","Census Tract 8424, Cook County, Illinois","1573","366","1404","371","169","111",
"1400000US17031842500","Census Tract 8425, Cook County, Illinois","936","114","866","115","70","43",
"1400000US17031842600","Census Tract 8426, Cook County, Illinois","1712","161","1498","173","214","93",
"1400000US17031842800","Census Tract 8428, Cook County, Illinois","2250","311","1987","317","263","130",
"1400000US17031842900","Census Tract 8429, Cook County, Illinois","1385","177","1316","181","69","52",
"1400000US17031843000","Census Tract 8430, Cook County, Illinois","1199","137","954","143","245","60",
"1400000US17031843100","Census Tract 8431, Cook County, Illinois","649","94","451","101","198","61",
"1400000US17031843200","Census Tract 8432, Cook County, Illinois","1062","176","937","178","125","55",
"1400000US17031843300","Census Tract 8433, Cook County, Illinois","464","69","350","76","114","50",
"1400000US17031843400","Census Tract 8434, Cook County, Illinois","809","368","715","375","94","46",
"1400000US17031843500","Census Tract 8435, Cook County, Illinois","277","61","229","57","48","26",
"1400000US17031843600","Census Tract 8436, Cook County, Illinois","1612","190","1473","188","139","73",
"1400000US17031843700","Census Tract 8437, Cook County, Illinois","1037","162","989","161","48","48",
"1400000US17031843800","Census Tract 8438, Cook County, Illinois","821","104","657","107","164","60",
"1400000US17031843900","Census Tract 8439, Cook County, Illinois","2286","307","2029","332","257","117",
"1400000US17031844600","Census Tract 8446, Cook County, Illinois","799","112","650","124","149","68",
"1400000US17031844700","Census Tract 8447, Cook County, Illinois","844","98","642","104","202","64",
"1400000US17031980000","Census Tract 9800, Cook County, Illinois","0","12","0","12","0","12",
"1400000US17031980100","Census Tract 9801, Cook County, Illinois","0","12","0","12","0","12",
"1400000US17031990000","Census Tract 9900, Cook County, Illinois","0","12","0","12","0","12",
