"GEO_ID","NAME","B25002_001E","B25002_001M","B25002_002E","B25002_002M","B25002_003E","B25002_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Occupied","Margin of Error!!Total:!!Occupied","Estimate!!Total:!!Vacant","Margin of Error!!Total:!!Vacant",
"1400000US17031671900","Census Tract 6719, Cook County, Illinois","388","54","299","74","89","43",
"1400000US17031672000","Census Tract 6720, Cook County, Illinois","1281","253","1020","262","261","121",
"1400000US17031680500","Census Tract 6805, Cook County, Illinois","583","61","461","76","122","43",
"1400000US17031680600","Census Tract 6806, Cook County, Illinois","681","184","439","175","242","70",
"1400000US17031680900","Census Tract 6809, Cook County, Illinois","2193","269","1862","276","331","124",
"1400000US17031681000","Census Tract 6810, Cook County, Illinois","1504","189","1040","210","464","104",
"1400000US17031681100","Census Tract 6811, Cook County, Illinois","1522","218","868","231","654","139",
"1400000US17031681200","Census Tract 6812, Cook County, Illinois","1224","180","787","175","437","101",
"1400000US17031681300","Census Tract 6813, Cook County, Illinois","1328","160","798","161","530","101",
"1400000US17031681400","Census Tract 6814, Cook County, Illinois","1381","178","810","170","571","140",
"1400000US17031690300","Census Tract 6903, Cook County, Illinois","855","133","740","130","115","59",
"1400000US17031690400","Census Tract 6904, Cook County, Illinois","1941","173","1446","187","495","123",
"1400000US17031690500","Census Tract 6905, Cook County, Illinois","433","82","319","76","114","49",
"1400000US17031690900","Census Tract 6909, Cook County, Illinois","2255","203","1751","231","504","131",
"1400000US17031691000","Census Tract 6910, Cook County, Illinois","1343","207","1093","219","250","99",
"1400000US17031691100","Census Tract 6911, Cook County, Illinois","1362","131","871","132","491","122",
"1400000US17031691200","Census Tract 6912, Cook County, Illinois","1398","204","1039","222","359","101",
"1400000US17031691300","Census Tract 6913, Cook County, Illinois","1146","99","1091","116","55","58",
"1400000US17031691400","Census Tract 6914, Cook County, Illinois","1639","174","1258","180","381","134",
"1400000US17031691500","Census Tract 6915, Cook County, Illinois","1103","198","874","207","229","62",
"1400000US17031700100","Census Tract 7001, Cook County, Illinois","1137","192","1032","194","105","87",
"1400000US17031700200","Census Tract 7002, Cook County, Illinois","1856","235","1830","254","26","41",
"1400000US17031700301","Census Tract 7003.01, Cook County, Illinois","1865","246","1819","245","46","47",
"1400000US17031700302","Census Tract 7003.02, Cook County, Illinois","1809","199","1741","213","68","60",
"1400000US17031700401","Census Tract 7004.01, Cook County, Illinois","1946","164","1888","173","58","54",
"1400000US17031700402","Census Tract 7004.02, Cook County, Illinois","1187","79","1160","88","27","42",
"1400000US17031700501","Census Tract 7005.01, Cook County, Illinois","2514","231","2378","255","136","126",
"1400000US17031700502","Census Tract 7005.02, Cook County, Illinois","1165","173","1091","179","74","61",
"1400000US17031710100","Census Tract 7101, Cook County, Illinois","699","124","603","128","96","52",
"1400000US17031710200","Census Tract 7102, Cook County, Illinois","2209","233","1643","231","566","122",
"1400000US17031710300","Census Tract 7103, Cook County, Illinois","627","83","509","92","118","47",
"1400000US17031710400","Census Tract 7104, Cook County, Illinois","2374","334","2114","359","260","88",
"1400000US17031710500","Census Tract 7105, Cook County, Illinois","1914","147","1526","185","388","123",
"1400000US17031710600","Census Tract 7106, Cook County, Illinois","981","193","844","184","137","55",
"1400000US17031710700","Census Tract 7107, Cook County, Illinois","1590","173","1331","190","259","85",
"1400000US17031710800","Census Tract 7108, Cook County, Illinois","2321","249","1894","261","427","161",
"1400000US17031710900","Census Tract 7109, Cook County, Illinois","898","80","741","106","157","68",
"1400000US17031711000","Census Tract 7110, Cook County, Illinois","1409","160","1136","168","273","109",
"1400000US17031711100","Census Tract 7111, Cook County, Illinois","1040","136","853","161","187","95",
"1400000US17031711200","Census Tract 7112, Cook County, Illinois","1928","142","1731","156","197","107",
"1400000US17031711300","Census Tract 7113, Cook County, Illinois","704","116","637","120","67","37",
"1400000US17031711400","Census Tract 7114, Cook County, Illinois","953","147","845","152","108","56",
"1400000US17031711500","Census Tract 7115, Cook County, Illinois","970","124","846","119","124","65",
"1400000US17031720100","Census Tract 7201, Cook County, Illinois","1100","75","1072","82","28","36",
"1400000US17031720200","Census Tract 7202, Cook County, Illinois","1670","190","1591","198","79","85",
"1400000US17031720300","Census Tract 7203, Cook County, Illinois","1539","260","1527","257","12","17",
"1400000US17031720400","Census Tract 7204, Cook County, Illinois","716","84","652","80","64","42",
"1400000US17031720500","Census Tract 7205, Cook County, Illinois","804","90","710","85","94","45",
"1400000US17031720600","Census Tract 7206, Cook County, Illinois","615","70","613","69","2","4",
"1400000US17031720700","Census Tract 7207, Cook County, Illinois","1423","189","1225","217","198","108",
"1400000US17031730100","Census Tract 7301, Cook County, Illinois","984","108","916","108","68","43",
"1400000US17031730201","Census Tract 7302.01, Cook County, Illinois","2513","267","2055","283","458","183",
"1400000US17031730202","Census Tract 7302.02, Cook County, Illinois","1108","151","995","156","113","91",
"1400000US17031730300","Census Tract 7303, Cook County, Illinois","430","60","362","57","68","32",
"1400000US17031730400","Census Tract 7304, Cook County, Illinois","1466","203","1392","198","74","55",
"1400000US17031730500","Census Tract 7305, Cook County, Illinois","1951","373","1740","376","211","100",
"1400000US17031730600","Census Tract 7306, Cook County, Illinois","1284","147","1129","141","155","108",
"1400000US17031730700","Census Tract 7307, Cook County, Illinois","857","102","742","104","115","58",
"1400000US17031740100","Census Tract 7401, Cook County, Illinois","1301","173","1186","185","115","90",
"1400000US17031740200","Census Tract 7402, Cook County, Illinois","2136","199","2023","186","113","86",
"1400000US17031740300","Census Tract 7403, Cook County, Illinois","1918","311","1907","313","11","18",
"1400000US17031740400","Census Tract 7404, Cook County, Illinois","1954","205","1829","223","125","87",
"1400000US17031750100","Census Tract 7501, Cook County, Illinois","1522","149","1381","161","141","76",
"1400000US17031750200","Census Tract 7502, Cook County, Illinois","1462","251","1321","262","141","80",
"1400000US17031750300","Census Tract 7503, Cook County, Illinois","1002","129","956","125","46","44",
"1400000US17031750400","Census Tract 7504, Cook County, Illinois","1260","156","1242","162","18","26",
"1400000US17031750500","Census Tract 7505, Cook County, Illinois","2181","238","1918","276","263","157",
"1400000US17031750600","Census Tract 7506, Cook County, Illinois","1347","146","1202","171","145","88",
"1400000US17031760801","Census Tract 7608.01, Cook County, Illinois","2467","315","2398","326","69","77",
"1400000US17031760802","Census Tract 7608.02, Cook County, Illinois","1223","205","1190","206","33","36",
"1400000US17031760803","Census Tract 7608.03, Cook County, Illinois","3082","396","2872","394","210","121",
"1400000US17031770201","Census Tract 7702.01, Cook County, Illinois","2860","300","2823","294","37","59",
"1400000US17031770202","Census Tract 7702.02, Cook County, Illinois","2124","240","1928","224","196","153",
"1400000US17031770300","Census Tract 7703, Cook County, Illinois","2881","296","2696","288","185","134",
"1400000US17031770400","Census Tract 7704, Cook County, Illinois","1708","181","1600","177","108","80",
"1400000US17031770500","Census Tract 7705, Cook County, Illinois","1050","154","1020","153","30","46",
"1400000US17031770601","Census Tract 7706.01, Cook County, Illinois","1145","184","1111","176","34","57",
"1400000US17031770602","Census Tract 7706.02, Cook County, Illinois","1611","148","1531","163","80","65",
"1400000US17031770700","Census Tract 7707, Cook County, Illinois","1188","152","1054","170","134","74",
"1400000US17031770800","Census Tract 7708, Cook County, Illinois","2264","297","2051","265","213","130",
"1400000US17031770901","Census Tract 7709.01, Cook County, Illinois","2001","159","1887","137","114","92",
"1400000US17031770902","Census Tract 7709.02, Cook County, Illinois","1609","176","1464","184","145","104",
"1400000US17031800100","Census Tract 8001, Cook County, Illinois","930","136","843","132","87","56",
"1400000US17031800200","Census Tract 8002, Cook County, Illinois","2617","204","2459","182","158","126",
"1400000US17031800300","Census Tract 8003, Cook County, Illinois","1317","121","1175","127","142","76",
"1400000US17031800400","Census Tract 8004, Cook County, Illinois","1409","126","1188","138","221","101",
"1400000US17031800500","Census Tract 8005, Cook County, Illinois","1906","129","1804","145","102","60",
"1400000US17031800600","Census Tract 8006, Cook County, Illinois","734","63","682","49","52","41",
"1400000US17031800700","Census Tract 8007, Cook County, Illinois","1789","179","1686","186","103","78",
"1400000US17031800800","Census Tract 8008, Cook County, Illinois","1104","124","989","101","115","75",
"1400000US17031800900","Census Tract 8009, Cook County, Illinois","1815","284","1646","300","169","88",
"1400000US17031801000","Census Tract 8010, Cook County, Illinois","2259","196","2155","209","104","76",
"1400000US17031801100","Census Tract 8011, Cook County, Illinois","1627","152","1597","145","30","50",
"1400000US17031801200","Census Tract 8012, Cook County, Illinois","1550","177","1415","180","135","82",
"1400000US17031801300","Census Tract 8013, Cook County, Illinois","1772","195","1696","200","76","64",
"1400000US17031801400","Census Tract 8014, Cook County, Illinois","1189","80","1142","64","47","44",
"1400000US17031801500","Census Tract 8015, Cook County, Illinois","2752","239","2414","251","338","141",
"1400000US17031801601","Census Tract 8016.01, Cook County, Illinois","1890","152","1714","160","176","96",
"1400000US17031801603","Census Tract 8016.03, Cook County, Illinois","1723","176","1485","169","238","128",
"1400000US17031801605","Census Tract 8016.05, Cook County, Illinois","2270","239","2099","241","171","150",
"1400000US17031801606","Census Tract 8016.06, Cook County, Illinois","2931","266","2696","290","235","133",
"1400000US17031801607","Census Tract 8016.07, Cook County, Illinois","2165","173","2072","171","93","83",
"1400000US17031801608","Census Tract 8016.08, Cook County, Illinois","2931","249","2676","193","255","178",
"1400000US17031801701","Census Tract 8017.01, Cook County, Illinois","1214","119","1133","135","81","50",
"1400000US17031801702","Census Tract 8017.02, Cook County, Illinois","1752","194","1582","162","170","118",
"1400000US17031801800","Census Tract 8018, Cook County, Illinois","2592","259","2356","252","236","160",
"1400000US17031801901","Census Tract 8019.01, Cook County, Illinois","2107","151","1842","175","265","141",
"1400000US17031801902","Census Tract 8019.02, Cook County, Illinois","1302","154","1227","154","75","79",
"1400000US17031802002","Census Tract 8020.02, Cook County, Illinois","1661","180","1661","180","0","17",
"1400000US17031802003","Census Tract 8020.03, Cook County, Illinois","863","52","779","72","84","50",
"1400000US17031802004","Census Tract 8020.04, Cook County, Illinois","2410","255","2197","275","213","154",
"1400000US17031802100","Census Tract 8021, Cook County, Illinois","1293","157","1173","149","120","82",
"1400000US17031802200","Census Tract 8022, Cook County, Illinois","1999","233","1899","243","100","86",
"1400000US17031802300","Census Tract 8023, Cook County, Illinois","2683","374","2500","400","183","104",
"1400000US17031802402","Census Tract 8024.02, Cook County, Illinois","2630","452","2542","450","88","98",
"1400000US17031802403","Census Tract 8024.03, Cook County, Illinois","845","74","838","75","7","10",
"1400000US17031802404","Census Tract 8024.04, Cook County, Illinois","3226","422","3043","448","183","129",
"1400000US17031802503","Census Tract 8025.03, Cook County, Illinois","2575","333","2575","333","0","17",
"1400000US17031802504","Census Tract 8025.04, Cook County, Illinois","2036","194","2036","194","0","17",
"1400000US17031802505","Census Tract 8025.05, Cook County, Illinois","2576","337","2394","295","182","183",
"1400000US17031802506","Census Tract 8025.06, Cook County, Illinois","815","93","790","97","25","27",
"1400000US17031802605","Census Tract 8026.05, Cook County, Illinois","3126","397","3026","393","100","86",
"1400000US17031802607","Census Tract 8026.07, Cook County, Illinois","427","35","405","41","22","25",
"1400000US17031802608","Census Tract 8026.08, Cook County, Illinois","2919","211","2892","215","27","31",
"1400000US17031802609","Census Tract 8026.09, Cook County, Illinois","2614","241","2594","243","20","35",
"1400000US17031802610","Census Tract 8026.10, Cook County, Illinois","769","162","756","158","13","22",
"1400000US17031802701","Census Tract 8027.01, Cook County, Illinois","2166","218","2166","218","0","17",
"1400000US17031802702","Census Tract 8027.02, Cook County, Illinois","1793","145","1673","149","120","85",
"1400000US17031802801","Census Tract 8028.01, Cook County, Illinois","1892","147","1836","140","56","62",
"1400000US17031802802","Census Tract 8028.02, Cook County, Illinois","2473","216","2290","225","183","138",
"1400000US17031802900","Census Tract 8029, Cook County, Illinois","2083","180","2050","185","33","47",
"1400000US17031803005","Census Tract 8030.05, Cook County, Illinois","1187","190","1103","200","84","75",
"1400000US17031803007","Census Tract 8030.07, Cook County, Illinois","2201","264","2156","256","45","72",
"1400000US17031803008","Census Tract 8030.08, Cook County, Illinois","1691","149","1666","151","25","41",
"1400000US17031803010","Census Tract 8030.10, Cook County, Illinois","1720","95","1689","101","31","51",
"1400000US17031803012","Census Tract 8030.12, Cook County, Illinois","1075","144","919","138","156","84",
"1400000US17031803013","Census Tract 8030.13, Cook County, Illinois","2379","306","2342","305","37","56",
"1400000US17031803014","Census Tract 8030.14, Cook County, Illinois","1465","209","1424","190","41","67",
"1400000US17031803015","Census Tract 8030.15, Cook County, Illinois","2044","161","1932","186","112","76",
"1400000US17031803016","Census Tract 8030.16, Cook County, Illinois","1008","114","958","121","50","42",
"1400000US17031803017","Census Tract 8030.17, Cook County, Illinois","2574","197","2520","209","54","85",
"1400000US17031803100","Census Tract 8031, Cook County, Illinois","1158","93","1158","93","0","12",
"1400000US17031803200","Census Tract 8032, Cook County, Illinois","2378","298","2172","315","206","144",
"1400000US17031803300","Census Tract 8033, Cook County, Illinois","3365","399","2949","406","416","166",
"1400000US17031803400","Census Tract 8034, Cook County, Illinois","2278","152","2184","168","94","92",
"1400000US17031803500","Census Tract 8035, Cook County, Illinois","2285","176","2204","188","81","82",
"1400000US17031803603","Census Tract 8036.03, Cook County, Illinois","2412","184","2155","153","257","126",
"1400000US17031803604","Census Tract 8036.04, Cook County, Illinois","1830","163","1784","167","46","44",
"1400000US17031803605","Census Tract 8036.05, Cook County, Illinois","2637","233","2551","238","86","95",
"1400000US17031803607","Census Tract 8036.07, Cook County, Illinois","1727","144","1695","152","32","46",
"1400000US17031803608","Census Tract 8036.08, Cook County, Illinois","3379","458","3234","455","145","131",
"1400000US17031803611","Census Tract 8036.11, Cook County, Illinois","2288","278","2179","297","109","76",
"1400000US17031803612","Census Tract 8036.12, Cook County, Illinois","1394","153","1306","148","88","62",
"1400000US17031803613","Census Tract 8036.13, Cook County, Illinois","1165","181","1030","211","135","101",
"1400000US17031803614","Census Tract 8036.14, Cook County, Illinois","1606","106","1606","106","0","12",
"1400000US17031803615","Census Tract 8036.15, Cook County, Illinois","1124","118","1035","148","89","83",
"1400000US17031803616","Census Tract 8036.16, Cook County, Illinois","2314","329","2077","319","237","139",
"1400000US17031803701","Census Tract 8037.01, Cook County, Illinois","1503","149","1288","144","215","119",
"1400000US17031803702","Census Tract 8037.02, Cook County, Illinois","2718","232","2583","249","135","112",
"1400000US17031803800","Census Tract 8038, Cook County, Illinois","1851","162","1739","151","112","93",
"1400000US17031803901","Census Tract 8039.01, Cook County, Illinois","2094","184","1979","191","115","75",
"1400000US17031803902","Census Tract 8039.02, Cook County, Illinois","1299","143","1228","150","71","54",
"1400000US17031804000","Census Tract 8040, Cook County, Illinois","1940","213","1940","213","0","12",
"1400000US17031804102","Census Tract 8041.02, Cook County, Illinois","2530","211","2438","194","92","105",
"1400000US17031804104","Census Tract 8041.04, Cook County, Illinois","1872","193","1812","204","60","65",
"1400000US17031804105","Census Tract 8041.05, Cook County, Illinois","1478","220","1404","204","74","88",
"1400000US17031804106","Census Tract 8041.06, Cook County, Illinois","2719","255","2642","243","77","91",
"1400000US17031804108","Census Tract 8041.08, Cook County, Illinois","2143","241","1875","202","268","139",
"1400000US17031804109","Census Tract 8041.09, Cook County, Illinois","1192","180","1121","193","71","61",
"1400000US17031804202","Census Tract 8042.02, Cook County, Illinois","2826","251","2657","245","169","137",
"1400000US17031804203","Census Tract 8042.03, Cook County, Illinois","1001","103","1001","103","0","12",
"1400000US17031804204","Census Tract 8042.04, Cook County, Illinois","1872","257","1798","255","74","71",
"1400000US17031804305","Census Tract 8043.05, Cook County, Illinois","2631","394","2587","384","44","78",
"1400000US17031804306","Census Tract 8043.06, Cook County, Illinois","2293","721","2244","722","49","48",
"1400000US17031804308","Census Tract 8043.08, Cook County, Illinois","2192","241","2192","241","0","17",
"1400000US17031804309","Census Tract 8043.09, Cook County, Illinois","936","108","936","108","0","12",
"1400000US17031804312","Census Tract 8043.12, Cook County, Illinois","662","119","662","119","0","12",
"1400000US17031804313","Census Tract 8043.13, Cook County, Illinois","2304","283","2217","259","87","109",
"1400000US17031804314","Census Tract 8043.14, Cook County, Illinois","611","54","537","85","74","71",
"1400000US17031804315","Census Tract 8043.15, Cook County, Illinois","833","96","833","96","0","12",
"1400000US17031804316","Census Tract 8043.16, Cook County, Illinois","1599","168","1599","168","0","12",
"1400000US17031804403","Census Tract 8044.03, Cook County, Illinois","2756","315","2546","327","210","135",
"1400000US17031804404","Census Tract 8044.04, Cook County, Illinois","1694","249","1654","256","40","45",
"1400000US17031804405","Census Tract 8044.05, Cook County, Illinois","1089","153","1069","153","20","32",
"1400000US17031804406","Census Tract 8044.06, Cook County, Illinois","1965","182","1808","189","157","79",
"1400000US17031804505","Census Tract 8045.05, Cook County, Illinois","1498","198","1361","171","137","106",
"1400000US17031804506","Census Tract 8045.06, Cook County, Illinois","1882","242","1826","235","56","57",
"1400000US17031804508","Census Tract 8045.08, Cook County, Illinois","825","127","772","122","53","48",
"1400000US17031804509","Census Tract 8045.09, Cook County, Illinois","1619","143","1602","145","17","29",
"1400000US17031804510","Census Tract 8045.10, Cook County, Illinois","1431","184","1377","180","54","60",
"1400000US17031804511","Census Tract 8045.11, Cook County, Illinois","737","90","688","93","49","39",
"1400000US17031804512","Census Tract 8045.12, Cook County, Illinois","1431","137","1290","195","141","147",
"1400000US17031804513","Census Tract 8045.13, Cook County, Illinois","1378","216","1378","216","0","12",
"1400000US17031804514","Census Tract 8045.14, Cook County, Illinois","1569","130","1502","150","67","110",
"1400000US17031804603","Census Tract 8046.03, Cook County, Illinois","2830","386","2771","383","59","79",
"1400000US17031804606","Census Tract 8046.06, Cook County, Illinois","2476","216","2476","216","0","17",
"1400000US17031804607","Census Tract 8046.07, Cook County, Illinois","2626","234","2527","228","99","83",
"1400000US17031804608","Census Tract 8046.08, Cook County, Illinois","1474","154","1395","155","79","56",
"1400000US17031804609","Census Tract 8046.09, Cook County, Illinois","2456","209","2288","244","168","116",
"1400000US17031804610","Census Tract 8046.10, Cook County, Illinois","1278","150","1173","168","105","70",
"1400000US17031804611","Census Tract 8046.11, Cook County, Illinois","1927","181","1761","172","166","127",
"1400000US17031804701","Census Tract 8047.01, Cook County, Illinois","2423","225","2389","228","34","53",
"1400000US17031804705","Census Tract 8047.05, Cook County, Illinois","1670","154","1647","161","23","36",
"1400000US17031804706","Census Tract 8047.06, Cook County, Illinois","686","45","686","45","0","12",
"1400000US17031804709","Census Tract 8047.09, Cook County, Illinois","3291","490","2771","506","520","189",
"1400000US17031804710","Census Tract 8047.10, Cook County, Illinois","1494","127","1451","131","43","48",
"1400000US17031804711","Census Tract 8047.11, Cook County, Illinois","2801","206","2728","210","73","72",
"1400000US17031804712","Census Tract 8047.12, Cook County, Illinois","1873","184","1803","187","70","76",
"1400000US17031804713","Census Tract 8047.13, Cook County, Illinois","2277","278","2154","262","123","112",
"1400000US17031804714","Census Tract 8047.14, Cook County, Illinois","1302","200","1248","204","54","45",
"1400000US17031804715","Census Tract 8047.15, Cook County, Illinois","1172","168","1172","168","0","12",
"1400000US17031804716","Census Tract 8047.16, Cook County, Illinois","1549","84","1434","87","115","66",
"1400000US17031804803","Census Tract 8048.03, Cook County, Illinois","1912","236","1840","222","72","92",
"1400000US17031804804","Census Tract 8048.04, Cook County, Illinois","2660","371","2572","381","88","89",
"1400000US17031804805","Census Tract 8048.05, Cook County, Illinois","2470","220","2339","207","131","108",
"1400000US17031804806","Census Tract 8048.06, Cook County, Illinois","1043","113","1032","110","11","19",
"1400000US17031804807","Census Tract 8048.07, Cook County, Illinois","1874","191","1818","184","56","66",
"1400000US17031804808","Census Tract 8048.08, Cook County, Illinois","910","117","874","121","36","33",
"1400000US17031804809","Census Tract 8048.09, Cook County, Illinois","1531","150","1531","150","0","12",
"1400000US17031804810","Census Tract 8048.10, Cook County, Illinois","2778","294","2708","306","70","68",
"1400000US17031804901","Census Tract 8049.01, Cook County, Illinois","2409","166","2246","184","163","114",
"1400000US17031804902","Census Tract 8049.02, Cook County, Illinois","2292","299","2170","301","122","140",
"1400000US17031805001","Census Tract 8050.01, Cook County, Illinois","1898","217","1858","220","40","35",
"1400000US17031805002","Census Tract 8050.02, Cook County, Illinois","3063","247","2919","246","144","120",
"1400000US17031805105","Census Tract 8051.05, Cook County, Illinois","2704","290","2422","245","282","187",
"1400000US17031805106","Census Tract 8051.06, Cook County, Illinois","1296","249","1228","259","68","76",
"1400000US17031805107","Census Tract 8051.07, Cook County, Illinois","3212","317","2799","325","413","182",
"1400000US17031805108","Census Tract 8051.08, Cook County, Illinois","2752","234","2503","243","249","126",
"1400000US17031805109","Census Tract 8051.09, Cook County, Illinois","1804","208","1708","205","96","81",
"1400000US17031805110","Census Tract 8051.10, Cook County, Illinois","2057","273","1965","277","92","74",
"1400000US17031805111","Census Tract 8051.11, Cook County, Illinois","2951","291","2758","273","193","138",
"1400000US17031805112","Census Tract 8051.12, Cook County, Illinois","1368","166","1117","115","251","150",
"1400000US17031805201","Census Tract 8052.01, Cook County, Illinois","1304","174","1268","151","36","57",
"1400000US17031805202","Census Tract 8052.02, Cook County, Illinois","1774","204","1699","218","75","58",
"1400000US17031805301","Census Tract 8053.01, Cook County, Illinois","1092","98","1036","107","56","50",
"1400000US17031805302","Census Tract 8053.02, Cook County, Illinois","1389","144","1357","134","32","51",
"1400000US17031805401","Census Tract 8054.01, Cook County, Illinois","1547","233","1479","239","68","62",
"1400000US17031805402","Census Tract 8054.02, Cook County, Illinois","1806","180","1624","197","182","137",
"1400000US17031805501","Census Tract 8055.01, Cook County, Illinois","1671","162","1493","187","178","74",
"1400000US17031805502","Census Tract 8055.02, Cook County, Illinois","1757","206","1674","212","83","54",
"1400000US17031805600","Census Tract 8056, Cook County, Illinois","1609","178","1542","190","67","53",
"1400000US17031805701","Census Tract 8057.01, Cook County, Illinois","2032","152","1863","155","169","92",
"1400000US17031805702","Census Tract 8057.02, Cook County, Illinois","789","96","723","90","66","48",
"1400000US17031805801","Census Tract 8058.01, Cook County, Illinois","1032","114","945","115","87","54",
"1400000US17031805802","Census Tract 8058.02, Cook County, Illinois","1931","179","1841","198","90","64",
"1400000US17031805901","Census Tract 8059.01, Cook County, Illinois","2118","283","1943","294","175","106",
"1400000US17031805902","Census Tract 8059.02, Cook County, Illinois","2261","237","2050","225","211","148",
"1400000US17031806001","Census Tract 8060.01, Cook County, Illinois","2735","361","2582","384","153","115",
"1400000US17031806002","Census Tract 8060.02, Cook County, Illinois","2675","278","2385","263","290","166",
"1400000US17031806004","Census Tract 8060.04, Cook County, Illinois","3141","495","3088","494","53","66",
"1400000US17031806005","Census Tract 8060.05, Cook County, Illinois","1371","376","1261","380","110","125",
"1400000US17031806006","Census Tract 8060.06, Cook County, Illinois","1777","239","1777","239","0","12",
"1400000US17031806102","Census Tract 8061.02, Cook County, Illinois","1530","162","1347","165","183","125",
"1400000US17031806103","Census Tract 8061.03, Cook County, Illinois","1981","263","1932","262","49","32",
"1400000US17031806104","Census Tract 8061.04, Cook County, Illinois","2090","223","1831","220","259","119",
"1400000US17031806201","Census Tract 8062.01, Cook County, Illinois","2298","192","2155","164","143","148",
"1400000US17031806202","Census Tract 8062.02, Cook County, Illinois","2558","253","2488","233","70","81",
"1400000US17031806300","Census Tract 8063, Cook County, Illinois","1771","144","1691","154","80","69",
"1400000US17031806400","Census Tract 8064, Cook County, Illinois","823","55","794","61","29","29",
"1400000US17031806501","Census Tract 8065.01, Cook County, Illinois","776","85","709","100","67","56",
"1400000US17031806502","Census Tract 8065.02, Cook County, Illinois","1408","148","1408","148","0","12",
"1400000US17031806600","Census Tract 8066, Cook County, Illinois","1251","132","1153","123","98","92",
"1400000US17031806700","Census Tract 8067, Cook County, Illinois","1655","226","1540","237","115","63",
"1400000US17031806801","Census Tract 8068.01, Cook County, Illinois","1611","277","1582","277","29","45",
"1400000US17031806802","Census Tract 8068.02, Cook County, Illinois","1150","99","1041","132","109","81",
"1400000US17031806900","Census Tract 8069, Cook County, Illinois","2287","246","2106","265","181","132",
"1400000US17031807000","Census Tract 8070, Cook County, Illinois","2052","243","1928","230","124","114",
"1400000US17031807100","Census Tract 8071, Cook County, Illinois","1274","109","1129","133","145","95",
"1400000US17031807200","Census Tract 8072, Cook County, Illinois","1943","169","1807","177","136","86",
"1400000US17031807300","Census Tract 8073, Cook County, Illinois","2965","277","2804","281","161","123",
"1400000US17031807400","Census Tract 8074, Cook County, Illinois","2336","263","2197","275","139","112",
"1400000US17031807500","Census Tract 8075, Cook County, Illinois","1039","102","1039","102","0","12",
"1400000US17031807600","Census Tract 8076, Cook County, Illinois","2241","264","1986","230","255","169",
"1400000US17031807700","Census Tract 8077, Cook County, Illinois","2327","211","2148","235","179","104",
"1400000US17031807800","Census Tract 8078, Cook County, Illinois","846","83","793","88","53","43",
"1400000US17031807900","Census Tract 8079, Cook County, Illinois","1479","138","1325","150","154","97",
"1400000US17031808001","Census Tract 8080.01, Cook County, Illinois","1420","193","1326","191","94","56",
"1400000US17031808002","Census Tract 8080.02, Cook County, Illinois","1978","180","1754","201","224","118",
"1400000US17031808100","Census Tract 8081, Cook County, Illinois","1781","247","1686","258","95","70",
"1400000US17031808200","Census Tract 8082, Cook County, Illinois","1832","140","1759","136","73","66",
"1400000US17031808301","Census Tract 8083.01, Cook County, Illinois","2796","309","2572","326","224","135",
"1400000US17031808302","Census Tract 8083.02, Cook County, Illinois","1847","235","1693","255","154","89",
"1400000US17031808400","Census Tract 8084, Cook County, Illinois","1588","200","1465","198","123","74",
"1400000US17031808500","Census Tract 8085, Cook County, Illinois","1444","134","1367","130","77","52",
"1400000US17031808600","Census Tract 8086, Cook County, Illinois","842","87","736","99","106","66",
"1400000US17031808702","Census Tract 8087.02, Cook County, Illinois","498","91","391","92","107","63",
"1400000US17031808800","Census Tract 8088, Cook County, Illinois","1646","187","1510","207","136","89",
"1400000US17031808900","Census Tract 8089, Cook County, Illinois","1716","181","1600","186","116","62",
"1400000US17031809000","Census Tract 8090, Cook County, Illinois","1603","160","1392","121","211","123",
"1400000US17031809100","Census Tract 8091, Cook County, Illinois","1608","174","1415","181","193","147",
"1400000US17031809200","Census Tract 8092, Cook County, Illinois","1711","221","1500","221","211","101",
"1400000US17031809300","Census Tract 8093, Cook County, Illinois","1908","181","1580","184","328","189",
"1400000US17031809401","Census Tract 8094.01, Cook County, Illinois","1530","190","1266","159","264","141",
"1400000US17031809402","Census Tract 8094.02, Cook County, Illinois","1556","175","1247","139","309","181",
"1400000US17031809500","Census Tract 8095, Cook County, Illinois","2118","241","1898","216","220","157",
"1400000US17031809600","Census Tract 8096, Cook County, Illinois","1266","320","1233","317","33","54",
"1400000US17031809700","Census Tract 8097, Cook County, Illinois","1265","157","1170","145","95","86",
"1400000US17031809800","Census Tract 8098, Cook County, Illinois","1031","184","968","193","63","68",
"1400000US17031809900","Census Tract 8099, Cook County, Illinois","1353","129","1212","121","141","108",
"1400000US17031810000","Census Tract 8100, Cook County, Illinois","2876","283","2705","297","171","151",
"1400000US17031810100","Census Tract 8101, Cook County, Illinois","1971","192","1801","219","170","113",
"1400000US17031810200","Census Tract 8102, Cook County, Illinois","2728","245","2544","245","184","137",
"1400000US17031810301","Census Tract 8103.01, Cook County, Illinois","1478","211","1392","239","86","74",
"1400000US17031810302","Census Tract 8103.02, Cook County, Illinois","1267","172","1094","178","173","106",
"1400000US17031810400","Census Tract 8104, Cook County, Illinois","2235","161","2147","152","88","74",
"1400000US17031810501","Census Tract 8105.01, Cook County, Illinois","2019","172","1938","182","81","75",
"1400000US17031810502","Census Tract 8105.02, Cook County, Illinois","2181","238","2075","244","106","71",
"1400000US17031810600","Census Tract 8106, Cook County, Illinois","1740","152","1618","148","122","74",
